Unnamed: 0,DOI,Title,Abstract,Date,Journal,Embedding
40000,10.1016/j.energy.2023.128689,"a novel process for the simultaneous production of methanol, oxygen, and electricity using a pem electrolyzer and agricultural-based landfill gas-fed oxyfuel combustion power plant","this paper presents a novel process for the simultaneous production of methanol, oxygen, and electricity through oxyfuel-combustion of landfill gas (lfg) produced from the agricultural residues and proton exchange membrane (pem) electrolyzer. among the most important advantages of the proposed process, one can mention high thermodynamic efficiency and negative co2 emission. the proposed process includes a pem electrolyzer, oxyfuel combustion power plant (ofcpp), and methanol synthesis unit (msu). according to the analyses, this process has energy and exergy efficiency of 75.58% and 86.1%, respectively. in addition, based on the conducted analyses, the total exergy destruction of the process equals 54.21 mw, in which the ofcpp unit with a 76% share has the highest exergy destruction and lowest exergy efficiency. in addition, it is demonstrated that the proposed process converts liquefied natural gas to natural gas. using oxygen for lfg combustion reduces energy consumption in gas compressors and raises energy efficiency. according to the environmental analysis, it is deduced that the co2 emission of this process is negative and equals −0.97 k g c o 2 / k g m e o h , to which the contribution of indirect emission is zero. in addition, economic analysis illustrated that the total annual cost of the process and total methanol cost are 21.6 m$ and 0.62 $/ k g m e o h respectively.",1 December 2023,energy,"[-2.18389947e-02  3.70982327e-02 -4.42919619e-02 -3.55815068e-02
  7.40859583e-02 -7.07855150e-02  3.50276083e-02  8.10643956e-02
  3.24961543e-02 -2.57644430e-02 -1.64388698e-02 -2.28619687e-02
 -1.04415594e-02 -5.77735603e-02  3.00804097e-02  2.28003506e-02
  2.30633337e-02 -9.28682089e-03 -4.18172926e-02 -6.31912723e-02
  8.81613195e-02 -1.52979585e-04  3.88933420e-02 -7.45970681e-02
 -1.61650330e-02  2.00048555e-02 -5.52523620e-02  7.81672075e-02
 -2.54947469e-02 -2.03602351e-02  7.11853674e-04 -4.04874422e-02
  2.07187375e-03 -6.78938925e-02  6.33204952e-02  3.74746881e-02
  9.82022192e-03  4.91673946e-02  1.39098149e-02  2.08449885e-02
 -6.50016889e-02  8.86073150e-03  3.30955833e-02 -3.87932137e-02
 -3.74421179e-02  1.08137755e-02  3.15696597e-02 -4.77584787e-02
 -2.70748958e-02 -9.97845307e-02  9.68488157e-02  4.03183177e-02
 -8.59769285e-02 -8.54731202e-02  5.03942668e-02 -1.92537587e-02
 -8.51562433e-03 -1.92004722e-02 -9.72210765e-02  5.14309015e-03
 -2.23838128e-02  3.01430635e-02 -6.28650188e-03 -1.12125911e-02
 -2.12801788e-02 -7.41960928e-02  1.31987050e-01 -5.34180105e-02
  3.70922014e-02 -6.34745583e-02 -7.03373402e-02 -6.63092285e-02
 -1.17520485e-02 -8.48952457e-02 -1.33605972e-01  5.99697754e-02
  6.12240061e-02 -9.81912855e-03  1.92360263e-02  4.87193262e-04
  5.65437675e-02  5.35671525e-02 -2.18083430e-02 -9.37450454e-02
  2.32576039e-02  1.54273342e-02 -4.31875512e-02 -1.81660783e-02
  3.02371867e-02 -1.99185126e-03 -5.11375852e-02  6.74286410e-02
  2.56509855e-02  9.59355086e-02  4.38058674e-02  1.66682806e-02
  7.26969615e-02  5.41899353e-02 -1.94366556e-02 -2.47861329e-03
 -5.41385636e-02  1.29937485e-01 -2.86044870e-02 -1.17396161e-01
 -2.04532500e-02 -6.66110888e-02  1.98231451e-02  7.24434704e-02
  1.90638658e-02  1.94276739e-02  3.89559977e-02 -8.37263167e-02
  1.93000417e-02 -1.66995861e-02  4.29687873e-02  5.50569296e-02
  4.31495393e-03 -3.97984833e-02  1.41659356e-03 -1.02276532e-02
 -3.70178856e-02  3.66152637e-02  1.18314177e-02  5.56841455e-02
 -2.65731569e-02 -8.64578597e-03  8.80202204e-02  3.50450645e-33
 -4.50160950e-02 -3.28049734e-02  2.75955889e-02 -6.20396063e-02
 -4.54046130e-02  4.45044488e-02 -1.33327749e-02  2.68073473e-02
  7.30253905e-02  2.32901871e-02  1.77170448e-02  2.67163804e-03
  1.24792550e-02  3.55161950e-02 -5.68355583e-02 -1.78827457e-02
  7.70223048e-03 -3.83627228e-02  8.75641312e-03 -2.94270832e-03
 -4.87130061e-02 -2.88900197e-03  7.81237520e-03  4.01654691e-02
  3.08326818e-02 -1.35607412e-02  2.04970017e-02 -7.11021498e-02
  4.29923795e-02 -4.14634198e-02  6.55478984e-02  1.82854980e-02
 -1.06832772e-01  3.65550108e-02 -1.08241916e-01 -4.38784659e-02
 -9.10681635e-02  8.55640993e-02  1.42448740e-02  7.96072092e-03
 -2.21361537e-02  7.88010061e-02 -2.62302090e-03 -2.27647759e-02
 -3.11974250e-02  7.73753375e-02 -3.82877477e-02  8.81963819e-02
  5.62800467e-02 -6.55062050e-02 -3.39541771e-02  1.34432958e-02
 -2.14031828e-03  7.53613785e-02 -2.09372537e-03  4.44205999e-02
  3.23465392e-02 -2.97936872e-02  3.55430208e-02  3.86615805e-02
 -8.37304145e-02  1.34558499e-01 -2.67295390e-02 -8.96994583e-03
  3.99866654e-03 -6.97666267e-03  3.84538360e-02 -1.45298177e-02
  5.79747371e-02  3.26331779e-02  2.88260877e-02 -5.90956137e-02
  5.23476377e-02  2.72306595e-02  4.97677214e-02 -3.04333568e-02
  2.34242473e-02  3.66682112e-02 -3.22911032e-02 -1.44900680e-02
  6.35962337e-02  3.58436704e-02  5.48391752e-02 -1.25163823e-01
  1.69888348e-03 -1.01649731e-01 -9.42198038e-02  8.54434893e-02
  5.76911680e-02  7.44549781e-02  1.40426296e-03  3.79132070e-02
  3.28312516e-02 -8.33053235e-03 -7.38330483e-02 -3.66962631e-33
  5.26480488e-02  2.00784225e-02 -2.67989729e-02  1.23898243e-03
  4.69318777e-03  1.97787061e-02 -3.42173651e-02 -9.63140801e-02
  9.36066452e-03  2.23349333e-02 -6.83210939e-02 -2.31462847e-02
  1.08579107e-01  2.14096420e-02  4.87391502e-02 -1.11381952e-02
 -8.14538971e-02  5.00691645e-02 -5.49788140e-02 -2.31573544e-02
  6.25626184e-03  9.26360041e-02 -1.59780122e-02 -4.58187200e-02
 -2.77122315e-02 -9.76552349e-03 -4.99686077e-02 -7.94437528e-02
  2.41164900e-02 -5.98253272e-02  4.10954952e-02  7.08455294e-02
 -2.89329644e-02  6.21750578e-02 -5.59582859e-02 -6.61989525e-02
 -1.10749546e-02  1.07333539e-02  2.77419258e-02  2.81414259e-02
  2.22827252e-02  1.62968803e-02  2.65342165e-02 -5.10150008e-03
 -3.00376080e-02 -1.49044311e-02 -7.07035065e-02 -1.55400380e-01
  4.43244576e-02  2.59309020e-02  1.31553877e-02  1.78500246e-02
 -1.38431668e-01 -9.66295525e-02  6.70289202e-03  4.32434045e-02
  2.00055391e-02 -1.45295095e-02 -5.00906222e-02 -3.68943810e-02
  1.12924695e-01 -7.30838180e-02  7.69774914e-02 -2.01392807e-02
 -2.59075128e-02  5.19878343e-02  8.23372602e-02  4.55378778e-02
  7.37983882e-02  2.95215808e-02 -2.78092753e-02  5.70568256e-02
  1.88516770e-02 -1.53553197e-02 -4.98515815e-02  2.03761347e-02
  1.16858901e-02  2.42077056e-02 -3.35571147e-03 -1.72653310e-02
 -9.71182063e-03  2.66994219e-02  2.82793678e-02  7.58814206e-03
  2.97620837e-02 -9.58710685e-02 -2.98493057e-02 -1.83101697e-03
  6.60089329e-02  2.00974103e-02  4.80658300e-02 -7.75980055e-02
  6.42381832e-02  1.16798989e-01  1.41585106e-02 -5.00172774e-08
 -2.12911200e-02  1.11780558e-02  4.53453213e-02  7.88284689e-02
 -7.31817335e-02  7.10615739e-02  8.15193057e-02  5.83688095e-02
  2.23986600e-02 -4.03035395e-02  1.45278303e-02  1.08269078e-03
 -2.31296904e-02  4.64036055e-02 -3.01082302e-02 -4.44275551e-02
  2.47058738e-03  3.82781178e-02  3.61756980e-02 -1.95107721e-02
 -5.83151169e-03 -2.87833717e-02 -1.22083016e-01  4.01311256e-02
  1.68073748e-03 -2.37234253e-02  2.62656379e-02  3.59705240e-02
 -2.71392502e-02 -1.33655232e-03 -7.13186413e-02 -3.01478733e-03
 -8.09092447e-02 -1.58735987e-04 -4.17598933e-02 -9.16847512e-02
  4.99089807e-02 -5.56438453e-02 -6.36631101e-02  3.25053446e-02
  3.91979702e-02 -4.25113142e-02 -2.38491818e-02 -2.89674127e-03
  8.01123958e-03 -7.89843351e-02 -2.41382029e-02 -8.99879262e-02
 -7.70481629e-03  1.15552314e-01  5.91878146e-02 -2.19763862e-03
  4.21972983e-02 -3.98902372e-02  7.23496219e-03  7.39170313e-02
 -1.14138685e-01  5.88994212e-02  5.68456808e-03 -5.08480065e-04
  1.07667912e-02  1.58805605e-02  5.59976213e-02 -3.27952206e-02]"
40001,10.1016/j.jnoncrysol.2020.120197,optimization synthesis geopolymer based mixture metakaolin and fly ash activated by alkaline solution,"the geopolymer materials have been widely studied because of their environmental positive impact and their potential use as a sustainable building material. it is in this context that this work has registered to optimize the synthesis geopolymer by improving their compressive strenght, from a mixture of three components, metakaolin, fly ash and activating alkaline solution. the methodology chosen in this study is a mixture design, in order to establish a models between two responses, setting time responses and the mechanical compressive strength, and the three constituents of the mixture, taking into account their interactions. the variance analysis of established models showed that fisher experimental values are higher than critical value of fisher-snedecor, which allowed us to say that the factors used for modeling are significant overall. thus, model validation showed that there is no difference statistically significant between the experimental and predicted values, which confirmed the validation of the established models, with very high values of determination coefficients (r 2 = 95% for setting time and 96% for compressive strength). the graphical representation of models in the space of variables allowed us to determine the optimal constituent conditions, leading to a geopolymer with a compressive strength equal to 20.58 mpa.",15 September 2020,journal of non-crystalline solids,"[-3.43555510e-02 -4.34609801e-02  7.33744353e-02 -2.07695877e-03
 -1.86833888e-02 -1.27569400e-03 -4.91411239e-03  7.80016780e-02
 -1.07150245e-02  2.17968179e-03 -1.10314868e-01 -3.24551424e-04
  1.47319175e-02  2.06488296e-02  1.62599422e-02 -2.34678108e-02
  7.03565180e-02  5.92060387e-02 -5.54423332e-02 -1.05375098e-02
  7.40653276e-02 -1.94074754e-02  2.32509170e-02  2.48385854e-02
  1.54212434e-02  6.16572872e-02 -6.90119192e-02  1.70494039e-02
  2.01174784e-02  1.52331656e-02  1.12718537e-01  3.61325927e-02
  1.41481692e-02 -8.91210660e-02 -8.68837256e-03  7.02526718e-02
 -1.16619498e-01  3.45458575e-02  4.82433438e-02  5.45429885e-02
 -1.02382220e-01 -2.79573519e-02  9.72106978e-02 -2.90088877e-02
 -7.25682974e-02 -1.07428664e-03  6.39538020e-02 -3.97963040e-02
 -7.35121295e-02 -3.50962207e-02  3.66699584e-02 -1.30722253e-02
 -8.09833929e-02 -9.66967717e-02  1.05879204e-02 -5.03553487e-02
  3.18239294e-02 -2.07891520e-02  2.21616384e-02 -1.36182280e-02
 -1.22382669e-02  5.09675294e-02 -3.83045748e-02 -2.31351634e-03
  9.41841081e-02  3.66723314e-02  7.26079242e-03 -2.81808879e-02
  1.40086114e-02  2.33853515e-02 -8.48138984e-03  1.07529787e-02
 -6.43559545e-03 -2.25638095e-02 -2.78504137e-02  5.04255630e-02
  6.22258335e-02  1.92801543e-02  4.09079492e-02 -1.65057760e-02
  3.01295184e-02 -2.95527489e-03 -3.88789102e-02 -4.15421799e-02
 -1.56289879e-02  7.36187957e-03  5.82003407e-02  9.67350677e-02
  4.39601541e-02 -3.56405973e-02  9.09937099e-02  1.14926852e-01
 -8.74801278e-02  3.55319344e-02 -4.48783599e-02  2.99911983e-02
 -8.71898513e-03 -1.00976042e-02  4.23863716e-02  3.49791069e-03
 -6.51899772e-03  1.87342037e-02  4.50413823e-02 -6.70043230e-02
 -4.14008647e-02 -1.01180553e-01 -1.73748434e-02  3.07788346e-02
  8.23263824e-02  1.21060506e-01 -9.53314230e-02  3.81488763e-02
  1.64835248e-02  3.37483175e-02 -7.16001913e-02 -2.54010614e-02
  1.48295341e-02 -4.72920798e-02  1.58489794e-02  1.40431449e-02
  1.11402377e-01 -8.31508487e-02  8.68704766e-02  4.17100871e-03
  9.00507625e-03 -2.40142047e-02 -2.22627204e-02  1.00529149e-33
  5.51805075e-04 -5.54857962e-03  5.94181232e-02  3.10758874e-03
 -5.01251640e-03 -2.99057476e-02 -5.99875674e-02  8.10857192e-02
  4.10947874e-02 -1.22972494e-02 -2.19112039e-02 -4.13829982e-02
 -4.67298776e-02  1.52611494e-01  2.71876492e-02  7.96842948e-02
  1.31452689e-02 -2.14517731e-02 -6.86629908e-03 -2.43411511e-02
 -6.37881160e-02 -5.05762175e-02  3.95429060e-02  6.30906969e-02
 -6.32478530e-03 -2.01042183e-02  6.49575740e-02 -3.98989804e-02
 -2.03330487e-01 -1.45192370e-02  1.11100771e-01 -6.01488762e-02
 -7.81470537e-02  7.98243657e-02  1.73002314e-02  1.21794473e-02
  2.51176488e-03  3.77435647e-02  8.97443760e-03 -5.09683089e-03
 -3.25593501e-02  1.98042542e-02  1.49376974e-01  6.19969927e-02
  7.51654580e-02 -2.41137221e-02 -3.82318534e-02  7.96617791e-02
 -2.16133110e-02  2.76313312e-02  3.65184480e-03  8.43314677e-02
 -2.54385918e-02  3.66967618e-02 -2.45177820e-02  5.03161289e-02
  1.96747575e-02 -6.18622378e-02 -3.90769988e-02  1.21408449e-02
 -8.90530497e-02  7.67035484e-02  1.80770289e-02 -1.93979535e-02
  1.19175002e-01 -1.25578721e-03 -8.15509353e-03  4.66840938e-02
 -2.10748836e-02 -3.56060197e-03  3.80791388e-02 -6.56386465e-02
  6.83201179e-02  4.23850939e-02 -3.84137295e-02 -3.49389873e-02
  4.08068076e-02 -2.54763272e-02 -8.92792456e-03 -1.24899466e-02
 -1.04131959e-02  4.74152602e-02 -7.32021630e-02 -6.03216551e-02
 -1.33204773e-01 -9.26285330e-03  6.14603646e-02 -1.20165013e-02
  3.80911380e-02 -1.14010787e-02 -2.17584632e-02 -1.00078315e-01
 -5.28747849e-02 -5.25850132e-02  2.72233854e-03 -3.83356258e-33
 -3.68061513e-02  1.67539511e-02 -3.68611095e-03  1.32371280e-02
  7.35801784e-03 -6.47178441e-02 -3.31690088e-02 -3.91280688e-02
  6.39669970e-02 -3.08233164e-02  2.60237269e-02 -6.27219770e-03
  8.16504061e-02  2.51747798e-02 -3.89235765e-02  5.71045540e-02
 -7.91643187e-02  7.79415667e-03 -2.94880178e-02 -1.67156737e-02
  1.38479809e-04  3.73761319e-02 -6.29264563e-02  1.98140386e-02
 -7.96754584e-02 -4.44989055e-02 -3.81114930e-02 -1.29826441e-02
  2.77435854e-02  1.45619633e-02  2.71805916e-02  2.73924880e-02
 -4.30898257e-02  2.28675245e-03 -7.55105317e-02  1.76148210e-02
 -1.15063684e-02 -3.01039387e-02 -1.07546942e-02 -4.34833579e-02
  6.39544502e-02  1.84976142e-02  3.35961357e-02 -3.75150889e-02
  3.69542688e-02 -5.28669320e-02 -2.48920768e-02 -8.96339118e-02
  3.79073657e-02 -1.53958646e-03  8.01972821e-02  6.14919439e-02
 -6.31711558e-02 -4.32442240e-02  5.48047051e-02 -1.53960483e-02
  6.85280561e-03 -9.61925611e-02 -4.01175953e-02 -1.12348245e-02
  1.93499830e-02  7.49104246e-02  3.11104693e-02 -2.88984496e-02
 -6.92968890e-02  2.47838837e-03  6.62407489e-04 -9.83846001e-03
  4.40659598e-02 -1.13182869e-02 -7.72947595e-02 -2.21535526e-02
  1.18308783e-01  1.46986395e-02  3.74789387e-02 -5.00825979e-02
 -1.91113949e-02  2.82373466e-02 -7.05921948e-02 -4.90884483e-02
  3.18946280e-02  3.29024680e-02 -4.37955698e-03 -6.44971654e-02
  2.60005668e-02 -2.91043017e-02 -5.28579056e-02  3.81510109e-02
  5.05061038e-02 -6.85951039e-02 -9.14690027e-05  2.79505849e-02
  3.06975618e-02  5.42095974e-02 -1.21373089e-03 -5.69379957e-08
 -3.94244157e-02  5.46190217e-02 -1.37651032e-02 -4.17898484e-02
 -5.17792702e-02  6.77486137e-02  7.87081942e-02 -3.99882905e-02
 -4.36104052e-02 -6.16864413e-02  4.94147427e-02  1.43172331e-02
 -5.37418723e-02  7.90468007e-02 -1.14903925e-02 -7.08813518e-02
  4.72035781e-02  3.04961782e-02 -9.27160308e-02 -3.94448526e-02
 -1.71478335e-02 -8.11985042e-03 -5.28805964e-02 -3.98566090e-02
  2.99155433e-02 -2.94036958e-02  3.51562761e-02 -9.33488365e-03
 -4.94760163e-02  9.79748592e-02 -1.92799885e-02  6.87219054e-02
 -4.45115082e-02  3.25725437e-03 -2.43249889e-02  6.10530935e-02
  8.83516967e-02 -1.96102858e-02 -7.07734376e-02  4.43332195e-02
 -3.95034030e-02 -9.71174706e-03 -1.19790711e-01  1.53757269e-02
  9.24482346e-02 -4.10064869e-02 -7.25217536e-02 -8.77427403e-03
  1.92567501e-02  6.87522069e-02  4.00427431e-02 -3.42887640e-02
 -6.80266544e-02 -8.44792370e-03  6.42675254e-03  4.66392413e-02
 -8.17131400e-02  6.68361504e-03  1.04699861e-02 -1.06721148e-01
  2.16899067e-02 -3.15169618e-02 -1.38307060e-03 -4.23758551e-02]"
40002,10.1016/j.jclepro.2020.120585,“i like to get my hands stuck in the soil”: a pilot study in the acceptance of soil-less methods of cultivation in community gardens,"the aim of this paper is to investigate the role that soil-less methods of food production can play in urban agriculture, particularly in projects that are run by community groups. over the last years, a drive by people to engage in sustainable lifestyles has resulted in a surge in urban agriculture. typically, on-soil horticulture is greatly appreciated by urban farmers for its invaluable contribution to urban ecology. yet, some community projects across europe are experimenting with indoor soil-less methods, which offer an opportunity to reduce the waste of resources such as water and space, including valuable greenspace. against this backdrop, the paper investigates the drivers and barriers that may facilitate or hinder soil-less methods for urban farmers. we triangulate information from the literature with a small-scale pilot study, based on interviews in a community garden in portsmouth, uk, in which a small hydroponic unit was utilised by a group of experienced farmers. we subsequently compare results with a previous pilot study, similar in design but with interviewees who have limited experience in growing food. qualitative results show a general appreciation of the environmental advantages that the hydroponic unit can yield and at the same time diffidence towards a hydroponic produce which is perceived as non-natural in both groups. quantitative analysis showed that 90% of experienced farmers had prior knowledge of soil-less methods against 42% of the wider sample group. we conclude that, for the participants to the pilots, higher knowledge of soil-less systems does not necessarily lead to higher acceptance. yet, feedback gathered suggests that there is interest in soil-less methods, which appears to be linked to the propensity of community gardens to test new arrangements and techniques within their projects.",10 June 2020,journal of cleaner production,"[ 6.80998489e-02  1.30406190e-02  5.09592034e-02  9.97667760e-03
  9.57570747e-02 -5.29640913e-02 -6.31837249e-02 -3.54738496e-02
 -1.31825861e-02  1.14230411e-02  2.79369578e-02 -1.04661599e-01
 -6.47434071e-02  2.32418608e-02 -1.95518713e-02 -2.56957468e-02
 -1.22898193e-02 -1.31702321e-02 -6.08497672e-02 -1.34870494e-02
 -1.65476482e-02  8.18647817e-03  7.19695911e-02  5.32698147e-02
 -3.34951878e-02  5.00634052e-02 -1.09678451e-02  6.09563030e-02
 -2.10748333e-02  5.32193668e-03  4.31076288e-02  1.37779012e-01
  5.94817325e-02 -3.50451358e-02  4.21991795e-02  1.77352682e-01
  7.28830993e-02 -2.94286031e-02  3.98549763e-03  7.53831910e-03
 -3.59267443e-02 -1.31119087e-01  6.92777857e-02 -1.87431853e-02
 -2.97920704e-02  6.40302524e-03  2.97268778e-02 -8.91597718e-02
 -4.26478349e-02 -1.16284885e-01  7.08958432e-02  2.33883243e-02
 -7.01286073e-04 -7.22198337e-02 -7.58740306e-02 -1.00805275e-01
  1.43103106e-02  3.43306437e-02 -2.63220780e-02 -3.60572599e-02
  3.40842754e-02  1.60586648e-02 -7.65517801e-02  2.68100873e-02
  1.68284923e-02  9.30747949e-03 -5.54177351e-02  3.11419927e-02
 -3.45773734e-02 -5.83947338e-02 -2.49788053e-02 -5.17528392e-02
 -5.71338832e-03  1.04148313e-02  8.32846202e-03 -3.61484289e-02
 -4.22685482e-02 -2.37766504e-02  4.19215970e-02 -1.88134778e-02
  8.91669393e-02  9.05409753e-02 -5.01102693e-02  1.85392406e-02
 -4.87413593e-02 -7.09936321e-02 -4.01581377e-02  3.67039964e-02
  8.17588270e-02 -6.29620627e-02 -7.91320205e-02  9.74144228e-03
 -3.36109549e-02  2.28477102e-02 -8.39434192e-03  3.96208130e-02
 -2.91134603e-02 -1.06960557e-01 -1.77635308e-02  2.52221096e-02
 -3.73563580e-02  4.06163409e-02  3.71422502e-03 -7.66149163e-02
  2.21014749e-02 -3.01171467e-03 -6.15972355e-02 -7.88315083e-04
  1.01645226e-02  8.54215026e-02 -4.31668907e-02  3.68457101e-02
 -5.45981564e-02  6.40046746e-02  1.06907391e-03 -1.57779660e-02
  3.40263508e-02 -4.52591255e-02  3.81870684e-03 -1.31708700e-02
  4.37184647e-02 -2.77041513e-02  1.07313076e-03 -3.78294364e-02
  9.28521305e-02  6.69292361e-02  2.75808424e-02  7.38783644e-34
 -3.79482582e-02 -5.35095260e-02  4.64541316e-02  2.45684255e-02
  7.08197355e-02 -9.17077586e-02 -8.95551033e-03  5.67446649e-02
  6.74480125e-02 -1.47579666e-02  4.91018258e-02 -2.87029240e-02
  2.42780726e-02  1.91986933e-02  1.08623713e-01 -1.54840685e-02
 -2.17497535e-02 -1.23994960e-03  1.20730167e-02  4.47830185e-02
 -3.34901996e-02 -6.89234436e-02 -8.75879824e-03  1.86702795e-02
  2.46480145e-02 -8.95972177e-02  7.43679479e-02 -5.49823344e-02
  6.32241890e-02 -1.41229974e-02  6.67821690e-02 -2.23962916e-03
 -2.32051890e-02 -4.27270420e-02  1.09127676e-02  5.49201071e-02
  2.65788357e-03 -1.77074317e-02  1.80821195e-02  5.96401356e-02
 -1.47650778e-01 -3.38354781e-02  8.07864666e-02 -6.70566633e-02
  5.42589165e-02  4.12238911e-02  1.06712058e-01 -1.00259972e-03
 -6.87758252e-02  5.48631512e-03  7.78722465e-02 -1.72031168e-02
 -1.52342552e-02 -6.44323463e-03  6.62822053e-02 -1.81474257e-02
  1.60975084e-02 -5.07373586e-02 -1.14376917e-02 -2.65660509e-02
 -3.19663100e-02  8.94015580e-02 -3.32118347e-02  9.06738336e-04
 -8.23740195e-03 -5.70447035e-02  4.36391197e-02  2.30006203e-02
  3.47872525e-02  1.08434238e-01 -7.72712147e-03 -5.71347922e-02
 -3.95053551e-02 -3.04624885e-02  1.53506212e-02 -3.43692750e-02
 -6.35328367e-02  4.59601637e-03 -1.51508534e-02  4.80429232e-02
  4.53035049e-02 -1.38847195e-02 -8.17349330e-02  1.54870776e-02
  1.51417684e-02  3.42540592e-02  3.54810432e-03 -5.26509853e-03
  7.04755187e-02 -3.08371279e-02 -3.24516669e-02 -2.75037996e-02
 -3.41342613e-02 -6.11071102e-02 -1.69308726e-02 -2.62678392e-33
 -4.50486429e-02  2.44993661e-02 -4.96588834e-02  6.03144020e-02
  2.59269811e-02 -6.84425533e-02 -2.56407075e-02 -1.04229048e-01
  9.19635668e-02  1.52393598e-02 -5.62539995e-02  4.99774553e-02
  4.33796234e-02  1.06452184e-03 -4.54284772e-02 -1.01714889e-02
 -7.03143477e-02  1.18532777e-02  1.08498931e-02  2.66032815e-02
  3.33536491e-02 -8.08340311e-03 -1.70912652e-03 -4.50997949e-02
 -5.62046058e-02  6.47250144e-03 -3.86683755e-02  4.91713248e-02
 -3.75584839e-03 -9.91738439e-02  6.56762626e-03 -3.98247838e-02
 -3.77828069e-03 -1.22177549e-01  2.63665486e-02  9.07135457e-02
 -5.07795289e-02 -5.68345711e-02 -1.03878947e-02  6.32596612e-02
 -2.40662415e-03 -4.73770015e-02 -1.32836085e-02 -9.01190750e-03
 -1.07659340e-01  3.08908578e-02 -8.12899545e-02 -7.30690882e-02
  2.66771894e-02  1.60055086e-02  8.60048383e-02  7.95544386e-02
 -5.61061539e-02 -5.22964187e-02  4.28730808e-02 -3.47909667e-02
  3.60944979e-02  1.25304786e-02 -7.15868920e-02  2.21627764e-02
  3.58680859e-02  2.92426087e-02 -5.20171076e-02  3.92762236e-02
 -3.52669135e-02  8.28716904e-03  3.14089283e-02  2.18630247e-02
 -2.67947931e-02  7.88985640e-02 -1.52124241e-01 -4.44780849e-02
  7.28464201e-02  3.67416209e-03 -1.45139620e-02  3.05598155e-02
  3.40101533e-02 -3.90424803e-02 -1.99423488e-02 -5.36200684e-03
  4.00400534e-02 -6.35215938e-02  3.10333855e-02 -4.17514220e-02
  4.32547554e-02 -1.80202108e-02 -7.22119212e-02  2.57916506e-02
  1.22378841e-02  1.25339583e-01  6.14407957e-02  1.14967423e-02
  3.14321816e-02  5.07170372e-02  1.25094011e-01 -5.22313499e-08
 -5.94878584e-05 -1.22830207e-02  4.43585850e-02 -9.34166950e-04
  1.92904435e-02 -2.92175114e-02  4.70393039e-02  2.06934512e-02
  2.38403212e-02  9.41470861e-02 -4.33431715e-02  7.47720599e-02
 -5.61683159e-03  5.29772826e-02 -3.23631102e-03  2.25430839e-02
  5.44680655e-02 -7.10491538e-02 -7.76492208e-02  1.97684988e-02
  7.09730536e-02 -1.07959821e-03 -1.52158260e-01 -3.72063220e-02
  4.37265113e-02 -7.14098141e-02 -4.99208681e-02 -1.43468252e-03
  2.79665496e-02 -8.43240134e-03  8.97586420e-02  6.51020557e-02
 -5.78558072e-02  4.92515564e-02 -4.98035327e-02 -4.15193848e-02
 -9.49171837e-03 -1.29534975e-02 -3.40813734e-02 -2.70569865e-02
 -7.27586895e-02 -2.00439785e-02 -4.36860323e-02  3.98602709e-03
  1.91324085e-04  3.65119390e-02 -7.70019740e-02  3.64632457e-02
 -5.98244071e-02  3.77586596e-02 -1.59860738e-02 -6.77989051e-02
  8.20976347e-02  1.80704053e-02  8.01256299e-02  1.44675002e-02
  2.23564403e-03  1.91485696e-02  5.42083345e-02  8.01168755e-03
 -4.42074388e-02  7.86431208e-02 -1.54045029e-02  9.01293196e-03]"
